CIDR block,IP Address,IP range (network - broadcast),Subnet Mask,IP Quantity,hostname
192.168.0.0/23,192.168.1.181,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1972
192.168.0.0/23,192.168.1.182,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1973
192.168.0.0/23,192.168.1.183,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1974
192.168.0.0/23,192.168.1.184,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1975
192.168.0.0/23,192.168.1.185,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1976
192.168.0.0/23,192.168.1.186,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1977
192.168.0.0/23,192.168.1.187,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1978
192.168.0.0/23,192.168.1.188,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1979
192.168.0.0/23,192.168.1.189,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1980
192.168.0.0/23,192.168.1.190,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1981
192.168.0.0/23,192.168.1.191,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1982
192.168.0.0/23,192.168.1.192,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1983
192.168.0.0/23,192.168.1.193,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1984
192.168.0.0/23,192.168.1.194,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1985
192.168.0.0/23,192.168.1.195,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1986
192.168.0.0/23,192.168.1.196,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1987
192.168.0.0/23,192.168.1.197,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1988
192.168.0.0/23,192.168.1.198,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1989
192.168.0.0/23,192.168.1.199,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1990
192.168.0.0/23,192.168.1.200,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1991
192.168.0.0/23,192.168.1.201,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1992
192.168.0.0/23,192.168.1.202,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1993
192.168.0.0/23,192.168.1.203,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1994
192.168.0.0/23,192.168.1.204,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1995
192.168.0.0/23,192.168.1.205,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1996
192.168.0.0/23,192.168.1.206,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1997
192.168.0.0/23,192.168.1.207,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1998
192.168.0.0/23,192.168.1.208,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host1999
192.168.0.0/23,192.168.1.209,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2000
192.168.0.0/23,192.168.1.210,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2001
192.168.0.0/23,192.168.1.211,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2002
192.168.0.0/23,192.168.1.212,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2003
192.168.0.0/23,192.168.1.213,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2004
192.168.0.0/23,192.168.1.214,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2005
192.168.0.0/23,192.168.1.215,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2006
192.168.0.0/23,192.168.1.216,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2007
192.168.0.0/23,192.168.1.217,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2008
192.168.0.0/23,192.168.1.218,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2009
192.168.0.0/23,192.168.1.219,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2010
192.168.0.0/23,192.168.1.220,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2011
192.168.0.0/23,192.168.1.221,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2012
192.168.0.0/23,192.168.1.222,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2013
192.168.0.0/23,192.168.1.223,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2014
192.168.0.0/23,192.168.1.224,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2015
192.168.0.0/23,192.168.1.225,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2016
192.168.0.0/23,192.168.1.226,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2017
192.168.0.0/23,192.168.1.227,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2018
192.168.0.0/23,192.168.1.228,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2019
192.168.0.0/23,192.168.1.229,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2020
192.168.0.0/23,192.168.1.230,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2021
192.168.0.0/23,192.168.1.231,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2022
192.168.0.0/23,192.168.1.232,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2023
192.168.0.0/23,192.168.1.233,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2024
192.168.0.0/23,192.168.1.234,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2025
192.168.0.0/23,192.168.1.235,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2026
192.168.0.0/23,192.168.1.236,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2027
192.168.0.0/23,192.168.1.237,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2028
192.168.0.0/23,192.168.1.238,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2029
192.168.0.0/23,192.168.1.239,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2030
192.168.0.0/23,192.168.1.240,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2031
192.168.0.0/23,192.168.1.241,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2032
192.168.0.0/23,192.168.1.242,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2033
192.168.0.0/23,192.168.1.243,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2034
192.168.0.0/23,192.168.1.244,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2035
192.168.0.0/23,192.168.1.245,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2036
192.168.0.0/23,192.168.1.246,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2037
192.168.0.0/23,192.168.1.247,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2038
192.168.0.0/23,192.168.1.248,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2039
192.168.0.0/23,192.168.1.249,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2040
192.168.0.0/23,192.168.1.250,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2041
192.168.0.0/23,192.168.1.251,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2042
192.168.0.0/23,192.168.1.252,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2043
192.168.0.0/23,192.168.1.253,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2044
192.168.0.0/23,192.168.1.254,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2045
192.168.0.0/23,192.168.1.255,192.168.0.0 - 192.168.1.255,255.255.254.0,512,host2046
